customer_id,last_purchase_date,frequency,monetary,recency,r_score,f_score,m_score,segment,clv,rfm_score
CUST011107,2021-09-21,1,592.9,1196,1,1,1,Others,592.9,3
CUST011108,2024-11-01,2,261.78999999999996,59,5,2,1,Others,523.5799999999999,8
CUST011109,2020-05-31,1,808.74,1674,1,1,2,Others,808.74,4
CUST011110,2021-10-17,1,53.13,1170,1,1,1,Others,53.13,3
CUST011112,2022-04-14,1,204.75,991,2,1,1,Others,204.75,4
CUST011114,2024-06-24,1,2531.9,189,4,1,4,Others,2531.9,9
CUST011115,2024-10-25,1,164.72,66,5,1,1,Others,164.72,7
CUST011116,2022-09-30,3,3502.36,822,2,4,5,At Risk,10507.08,11
CUST011117,2023-06-23,6,3048.54,556,3,5,4,Loyal Customers,18291.239999999998,12
CUST011118,2024-02-01,1,83.6,333,4,1,1,Others,83.6,6
CUST011119,2022-09-09,2,2318.25,843,2,2,4,Others,4636.5,8
CUST011120,2020-01-21,1,562.08,1805,1,1,1,Others,562.08,3
CUST011121,2023-10-19,1,271.96,438,3,1,1,Others,271.96,5
CUST011122,2023-10-08,2,2721.25,449,3,2,4,Others,5442.5,9
CUST011123,2024-05-26,1,451.2,218,4,1,1,Others,451.2,6
CUST011124,2024-04-04,4,4951.72,270,4,5,5,Champions,19806.88,14
CUST011125,2020-08-09,2,256.0,1604,1,2,1,Others,512.0,4
CUST011126,2024-01-07,2,1303.4699999999998,358,4,2,2,Others,2606.9399999999996,8
CUST011127,2024-09-23,3,2536.92,98,5,4,4,Champions,7610.76,13
CUST011128,2024-03-20,1,417.52,285,4,1,1,Others,417.52,6
CUST011129,2022-08-03,2,2724.3999999999996,880,2,2,4,Others,5448.799999999999,8
CUST011131,2023-03-22,3,1868.66,649,3,4,3,Loyal Customers,5605.9800000000005,10
CUST011132,2024-05-26,2,482.24,218,4,2,1,Others,964.48,7
CUST011133,2023-10-26,3,1780.6799999999998,431,3,4,3,Loyal Customers,5342.039999999999,10
CUST011135,2021-09-03,2,1713.63,1214,1,2,3,Others,3427.26,6
CUST011137,2024-09-26,4,4023.8,95,5,5,5,Champions,16095.2,15
CUST011138,2022-05-25,4,2874.7000000000003,950,2,5,4,At Risk,11498.800000000001,11
CUST011139,2024-03-09,3,857.79,296,4,4,2,Loyal Customers,2573.37,10
CUST011141,2024-06-10,4,3815.75,203,4,5,5,Champions,15263.0,14
CUST011142,2024-09-04,3,841.35,117,5,4,2,Loyal Customers,2524.05,11
CUST011143,2022-02-24,2,558.05,1040,2,2,1,Others,1116.1,5
CUST011144,2021-03-28,2,3226.1800000000003,1373,1,2,4,Others,6452.360000000001,7
CUST011145,2024-10-11,1,644.84,80,5,1,1,Others,644.84,7
CUST011146,2024-04-02,1,872.8,272,4,1,2,Others,872.8,7
CUST011147,2024-10-01,6,3577.3500000000004,90,5,5,5,Champions,21464.100000000002,15
CUST011148,2022-03-08,1,379.79999999999995,1028,2,1,1,Others,379.79999999999995,4
CUST011150,2023-08-25,3,2358.1000000000004,493,3,4,4,Loyal Customers,7074.300000000001,11
CUST011151,2020-05-28,1,907.28,1677,1,1,2,Others,907.28,4
CUST011153,2021-02-23,1,124.71000000000001,1406,1,1,1,Others,124.71000000000001,3
CUST011154,2024-11-22,1,1959.16,38,5,1,3,Others,1959.16,9
CUST011155,2023-05-15,2,1809.02,595,3,2,3,Others,3618.04,8
CUST011156,2020-11-13,1,1241.52,1508,1,1,2,Others,1241.52,4
CUST011157,2021-01-28,1,94.89,1432,1,1,1,Others,94.89,3
CUST011158,2022-03-19,1,1184.9,1017,2,1,2,Others,1184.9,5
CUST011159,2024-06-17,3,3769.74,196,4,4,5,Champions,11309.22,13
CUST011160,2022-10-21,3,1483.25,801,2,4,3,At Risk,4449.75,9
CUST011161,2024-04-30,3,917.2,244,4,4,2,Loyal Customers,2751.6000000000004,10
CUST011162,2024-02-06,3,1398.24,328,4,4,2,Loyal Customers,4194.72,10
CUST011163,2024-06-10,3,833.14,203,4,4,2,Loyal Customers,2499.42,10
CUST011164,2024-11-07,2,4756.58,53,5,2,5,Others,9513.16,12
CUST011165,2023-11-25,4,1914.77,401,3,5,3,Loyal Customers,7659.08,11
CUST011166,2023-02-06,4,2166.86,693,2,5,3,At Risk,8667.44,10
CUST011167,2024-03-18,2,597.69,287,4,2,1,Others,1195.38,7
CUST011169,2022-01-15,4,2483.96,1080,1,5,4,At Risk,9935.84,10
CUST011170,2024-06-09,4,4482.34,204,4,5,5,Champions,17929.36,14
CUST011171,2023-01-31,2,1819.44,699,2,2,3,Others,3638.88,7
CUST011172,2024-07-13,4,3088.7699999999995,170,5,5,4,Champions,12355.079999999998,14
CUST011173,2021-07-27,2,2253.08,1252,1,2,4,Others,4506.16,7
CUST011174,2022-03-31,4,758.82,1005,2,5,2,At Risk,3035.28,9
CUST011176,2024-07-25,2,608.15,158,5,2,1,Others,1216.3,8
CUST011177,2021-01-28,2,476.28,1432,1,2,1,Others,952.56,4
CUST011179,2024-07-17,4,2623.73,166,5,5,4,Champions,10494.92,14
CUST011180,2023-12-14,2,1593.25,382,4,2,3,Others,3186.5,9
CUST011181,2023-06-03,3,2363.54,576,3,4,4,Loyal Customers,7090.62,11
CUST011182,2024-10-30,2,1701.4999999999998,61,5,2,3,Others,3402.9999999999995,10
CUST011183,2022-10-21,1,573.0,801,2,1,1,Others,573.0,4
CUST011184,2022-07-15,2,580.11,899,2,2,1,Others,1160.22,5
CUST011185,2022-05-07,5,7825.07,968,2,5,5,At Risk,39125.35,12
CUST011186,2024-03-25,2,2880.5099999999998,280,4,2,4,Others,5761.0199999999995,10
CUST011187,2021-10-17,2,1251.76,1170,1,2,2,Others,2503.52,5
CUST011188,2022-02-28,1,2234.4,1036,2,1,4,Others,2234.4,7
CUST011189,2024-04-15,5,2268.38,259,4,5,4,Champions,11341.900000000001,13
CUST011190,2023-11-16,3,2911.02,410,3,4,4,Loyal Customers,8733.06,11
CUST011191,2023-06-29,3,1283.66,550,3,4,2,Loyal Customers,3850.9800000000005,9
CUST011192,2023-03-19,2,1964.72,652,3,2,3,Others,3929.44,8
CUST011193,2024-06-16,1,2508.1,197,4,1,4,Others,2508.1,9
CUST011194,2024-07-03,3,2050.34,180,4,4,3,Loyal Customers,6151.02,11
CUST011195,2020-01-30,1,240.63,1796,1,1,1,Others,240.63,3
CUST011196,2022-12-01,3,2168.17,760,2,4,3,At Risk,6504.51,9
CUST011197,2021-10-05,2,948.3199999999999,1182,1,2,2,Others,1896.6399999999999,5
CUST011198,2024-05-14,2,3446.7499999999995,230,4,2,5,Others,6893.499999999999,11
CUST011199,2020-11-12,1,517.68,1509,1,1,1,Others,517.68,3
CUST011200,2024-03-03,2,719.69,302,4,2,2,Others,1439.38,8
CUST011201,2023-01-16,1,597.16,714,2,1,1,Others,597.16,4
CUST011203,2023-07-03,2,1168.4099999999999,546,3,2,2,Others,2336.8199999999997,7
CUST011204,2024-05-10,2,2855.87,234,4,2,4,Others,5711.74,10
CUST011205,2024-04-04,6,4926.41,270,4,5,5,Champions,29558.46,14
CUST011206,2024-04-29,1,1569.2400000000002,245,4,1,3,Others,1569.2400000000002,8
CUST011207,2021-02-28,2,2159.0,1401,1,2,3,Others,4318.0,6
CUST011208,2022-02-03,3,3231.7400000000002,1061,2,4,4,At Risk,9695.220000000001,10
CUST011209,2023-07-16,3,2792.6499999999996,533,3,4,4,Loyal Customers,8377.949999999999,11
CUST011210,2023-09-04,3,4999.57,483,3,4,5,Loyal Customers,14998.71,12
CUST011211,2020-08-20,1,58.33,1593,1,1,1,Others,58.33,3
CUST011212,2024-01-05,5,3976.77,360,4,5,5,Champions,19883.85,14
CUST011213,2021-06-22,1,928.06,1287,1,1,2,Others,928.06,4
CUST011214,2022-01-28,1,1683.72,1067,2,1,3,Others,1683.72,6
CUST011215,2021-12-31,3,3649.69,1095,1,4,5,At Risk,10949.07,10
CUST011216,2024-10-07,1,904.96,84,5,1,2,Others,904.96,8
CUST011217,2024-09-21,2,1816.7099999999998,100,5,2,3,Others,3633.4199999999996,10
CUST011218,2024-10-24,2,2636.16,67,5,2,4,Others,5272.32,11
CUST011219,2020-12-31,1,255.52,1460,1,1,1,Others,255.52,3
CUST011220,2024-03-02,3,2317.64,303,4,4,4,Champions,6952.92,12
CUST011221,2024-06-26,4,5788.68,187,4,5,5,Champions,23154.72,14
CUST011222,2021-03-16,1,820.4100000000001,1385,1,1,2,Others,820.4100000000001,4
CUST011223,2023-09-23,4,2104.87,464,3,5,3,Loyal Customers,8419.48,11
CUST011224,2021-07-14,2,1879.79,1265,1,2,3,Others,3759.58,6
CUST011225,2024-11-08,5,4841.83,52,5,5,5,Champions,24209.15,15
CUST011226,2023-12-04,3,1745.45,392,3,4,3,Loyal Customers,5236.35,10
CUST011227,2022-03-09,1,284.88,1027,2,1,1,Others,284.88,4
CUST011228,2024-02-06,7,7011.290000000001,328,4,5,5,Champions,49079.030000000006,14
CUST011229,2023-06-05,3,1340.69,574,3,4,2,Loyal Customers,4022.07,9
CUST011230,2024-08-15,3,1767.1699999999998,137,5,4,3,Loyal Customers,5301.509999999999,12
CUST011231,2023-11-28,1,948.8700000000001,398,3,1,2,Others,948.8700000000001,6
CUST011232,2024-03-01,2,2941.17,304,4,2,4,Others,5882.34,10
CUST011233,2023-11-14,1,1988.0,412,3,1,3,Others,1988.0,7
CUST011234,2023-04-05,2,1887.2,635,3,2,3,Others,3774.4,8
CUST011235,2024-09-30,3,1085.16,91,5,4,2,Loyal Customers,3255.4800000000005,11
CUST011236,2024-11-25,3,1735.6599999999999,35,5,4,3,Loyal Customers,5206.98,12
CUST011238,2023-09-10,2,2231.15,477,3,2,4,Others,4462.3,9
CUST011239,2023-04-28,1,685.28,612,3,1,1,Others,685.28,5
CUST011240,2023-01-05,3,2898.35,725,2,4,4,At Risk,8695.05,10
CUST011241,2024-05-15,3,1473.2199999999998,229,4,4,3,Loyal Customers,4419.66,11
CUST011242,2024-04-22,1,1720.96,252,4,1,3,Others,1720.96,8
CUST011243,2024-11-23,3,2906.5,37,5,4,4,Champions,8719.5,13
CUST011244,2023-04-06,1,1782.33,634,3,1,3,Others,1782.33,7
CUST011245,2023-06-10,4,2489.3300000000004,569,3,5,4,Loyal Customers,9957.320000000002,12
CUST011246,2022-01-30,3,5453.31,1065,2,4,5,At Risk,16359.93,11
CUST011247,2022-10-28,1,535.59,794,2,1,1,Others,535.59,4
CUST011248,2024-08-30,4,1433.65,122,5,5,3,Loyal Customers,5734.6,13
CUST011249,2023-08-10,3,4433.22,508,3,4,5,Loyal Customers,13299.66,12
CUST011250,2023-01-09,4,3531.83,721,2,5,5,At Risk,14127.32,12
CUST011252,2024-03-08,2,2051.27,297,4,2,3,Others,4102.54,9
CUST011253,2024-04-12,2,1621.01,262,4,2,3,Others,3242.02,9
CUST011254,2023-06-09,4,3846.99,570,3,5,5,Loyal Customers,15387.96,13
CUST011255,2024-04-03,3,2258.28,271,4,4,4,Champions,6774.84,12
CUST011256,2023-06-24,1,871.88,555,3,1,2,Others,871.88,6
CUST011257,2021-10-25,2,2998.25,1162,1,2,4,Others,5996.5,7
CUST011258,2022-12-29,1,1750.56,732,2,1,3,Others,1750.56,6
CUST011259,2024-01-24,4,4436.860000000001,341,4,5,5,Champions,17747.440000000002,14
CUST011260,2020-06-30,1,1337.01,1644,1,1,2,Others,1337.01,4
CUST011261,2024-12-28,3,2655.2200000000003,2,5,4,4,Champions,7965.660000000001,13
CUST011262,2021-08-07,2,2233.95,1241,1,2,4,Others,4467.9,7
CUST011263,2022-08-25,3,675.65,858,2,4,1,At Risk,2026.9499999999998,7
CUST011264,2022-11-27,1,305.96,764,2,1,1,Others,305.96,4
CUST011265,2023-03-17,5,4921.85,654,3,5,5,Loyal Customers,24609.25,13
CUST011267,2024-11-23,2,2258.4,37,5,2,4,Others,4516.8,11
CUST011268,2021-12-02,1,348.93,1124,1,1,1,Others,348.93,3
CUST011269,2023-10-17,2,2735.5699999999997,440,3,2,4,Others,5471.139999999999,9
CUST011270,2021-02-10,1,2240.8,1419,1,1,4,Others,2240.8,6
CUST011272,2020-04-15,1,62.3,1720,1,1,1,Others,62.3,3
CUST011273,2022-01-07,1,1504.1499999999999,1088,1,1,3,Others,1504.1499999999999,5
CUST011274,2021-03-13,2,2971.6,1388,1,2,4,Others,5943.2,7
CUST011275,2024-08-26,4,5221.53,126,5,5,5,Champions,20886.12,15
CUST011276,2023-12-31,3,3265.5,365,4,4,4,Champions,9796.5,12
CUST011277,2021-12-16,3,3633.96,1110,1,4,5,At Risk,10901.880000000001,10
CUST011278,2022-06-23,1,1076.1,921,2,1,2,Others,1076.1,5
CUST011279,2023-06-04,1,223.61,575,3,1,1,Others,223.61,5
CUST011280,2023-04-17,4,4045.8999999999996,623,3,5,5,Loyal Customers,16183.599999999999,13
CUST011281,2022-05-16,3,681.6300000000001,959,2,4,1,At Risk,2044.8900000000003,7
CUST011282,2022-11-02,2,1369.6599999999999,789,2,2,2,Others,2739.3199999999997,6
CUST011283,2023-10-26,2,1416.88,431,3,2,3,Others,2833.76,8
CUST011284,2022-02-10,2,1388.45,1054,2,2,2,Others,2776.9,6
CUST011285,2021-06-18,1,488.28,1291,1,1,1,Others,488.28,3
CUST011286,2023-10-27,2,1509.73,430,3,2,3,Others,3019.46,8
CUST011288,2021-01-29,2,3363.36,1431,1,2,5,Others,6726.72,8
CUST011289,2022-06-16,3,5325.41,928,2,4,5,At Risk,15976.23,11
CUST011290,2022-10-16,3,3142.22,806,2,4,4,At Risk,9426.66,10
CUST011291,2023-02-21,1,308.0,678,2,1,1,Others,308.0,4
CUST011292,2024-10-17,4,3513.6,74,5,5,5,Champions,14054.4,15
CUST011293,2020-02-05,1,273.45,1790,1,1,1,Others,273.45,3
CUST011294,2021-06-01,1,137.52,1308,1,1,1,Others,137.52,3
CUST011295,2024-03-13,1,41.5,292,4,1,1,Others,41.5,6
CUST011296,2023-07-11,2,1922.83,538,3,2,3,Others,3845.66,8
CUST011297,2021-08-20,1,2353.35,1228,1,1,4,Others,2353.35,6
CUST011298,2022-05-12,1,57.55,963,2,1,1,Others,57.55,4
CUST011299,2024-12-24,3,1443.5400000000002,6,5,4,3,Loyal Customers,4330.620000000001,12
CUST011300,2021-02-03,1,586.71,1426,1,1,1,Others,586.71,3
CUST011301,2021-12-24,1,2246.28,1102,1,1,4,Others,2246.28,6
CUST011302,2023-07-14,1,131.7,535,3,1,1,Others,131.7,5
CUST011303,2024-02-05,4,2896.35,329,4,5,4,Champions,11585.4,13
CUST011304,2024-07-19,3,1870.3600000000001,164,5,4,3,Loyal Customers,5611.08,12
CUST011305,2024-02-15,4,5902.23,319,4,5,5,Champions,23608.92,14
CUST011306,2022-10-05,3,3543.8199999999997,817,2,4,5,At Risk,10631.46,11
CUST011307,2024-10-21,3,1102.32,70,5,4,2,Loyal Customers,3306.96,11
CUST011308,2022-06-08,1,342.78,936,2,1,1,Others,342.78,4
CUST011309,2022-01-13,3,945.04,1082,1,4,2,At Risk,2835.12,7
CUST011310,2021-06-12,1,1149.16,1297,1,1,2,Others,1149.16,4
CUST011311,2023-11-22,2,1958.43,404,3,2,3,Others,3916.86,8
CUST011312,2021-02-04,4,5077.8,1425,1,5,5,At Risk,20311.2,11
CUST011313,2024-12-01,3,3798.4900000000002,29,5,4,5,Champions,11395.470000000001,14
CUST011314,2022-05-17,2,3308.2599999999998,958,2,2,5,Others,6616.5199999999995,9
CUST011315,2024-07-29,1,1815.8000000000002,154,5,1,3,Others,1815.8000000000002,9
CUST011316,2020-11-04,2,1652.76,1517,1,2,3,Others,3305.52,6
CUST011317,2023-05-29,3,3175.82,581,3,4,4,Loyal Customers,9527.460000000001,11
CUST011318,2024-11-30,3,1542.8400000000001,30,5,4,3,Loyal Customers,4628.52,12
CUST011320,2024-12-27,7,8821.71,3,5,5,5,Champions,61751.969999999994,15
CUST011321,2023-10-07,1,2635.7,450,3,1,4,Others,2635.7,8
CUST011324,2023-10-05,2,1976.19,452,3,2,3,Others,3952.38,8
CUST011325,2024-02-17,3,2196.2599999999998,317,4,4,3,Loyal Customers,6588.779999999999,11
CUST011326,2023-02-04,4,3263.73,695,2,5,4,At Risk,13054.92,11
CUST011327,2022-02-01,2,634.74,1063,2,2,1,Others,1269.48,5
CUST011328,2022-09-05,5,8268.07,847,2,5,5,At Risk,41340.35,12
CUST011329,2021-05-22,1,1340.6,1318,1,1,2,Others,1340.6,4
CUST011330,2022-07-12,2,3581.1500000000005,902,2,2,5,Others,7162.300000000001,9
CUST011331,2022-10-26,2,3684.7400000000002,796,2,2,5,Others,7369.4800000000005,9
CUST011332,2022-06-24,3,4971.360000000001,920,2,4,5,At Risk,14914.080000000002,11
CUST011333,2021-09-04,1,596.79,1213,1,1,1,Others,596.79,3
CUST011334,2022-01-08,2,1152.08,1087,1,2,2,Others,2304.16,5
CUST011336,2023-11-21,3,1695.31,405,3,4,3,Loyal Customers,5085.93,10
CUST011337,2024-06-05,6,3546.12,208,4,5,5,Champions,21276.72,14
CUST011338,2024-04-14,2,1291.94,260,4,2,2,Others,2583.88,8
CUST011339,2023-03-11,2,88.71000000000001,660,3,2,1,Others,177.42000000000002,6
CUST011340,2020-01-28,1,62.9,1798,1,1,1,Others,62.9,3
CUST011341,2024-08-17,5,2724.69,135,5,5,4,Champions,13623.45,14
CUST011342,2023-10-06,2,2465.32,451,3,2,4,Others,4930.64,9
CUST011343,2023-02-11,4,3278.42,688,2,5,4,At Risk,13113.68,11
CUST011344,2024-05-25,3,1343.52,219,4,4,2,Loyal Customers,4030.56,10
CUST011345,2024-10-05,7,6811.72,86,5,5,5,Champions,47682.04,15
CUST011346,2022-09-16,5,4766.8099999999995,836,2,5,5,At Risk,23834.049999999996,12
CUST011347,2024-09-02,2,954.3800000000001,119,5,2,2,Others,1908.7600000000002,9
CUST011348,2023-04-22,4,2853.58,618,3,5,4,Loyal Customers,11414.32,12
CUST011349,2023-06-25,1,793.08,554,3,1,2,Others,793.08,6
CUST011350,2021-09-30,1,210.14,1187,1,1,1,Others,210.14,3
CUST011351,2024-10-15,2,1493.54,76,5,2,3,Others,2987.08,10
CUST011353,2024-09-21,2,232.34,100,5,2,1,Others,464.68,8
CUST011354,2024-08-03,2,2202.46,149,5,2,3,Others,4404.92,10
CUST011355,2024-04-25,4,4126.92,249,4,5,5,Champions,16507.68,14
CUST011356,2024-01-18,5,3955.1,347,4,5,5,Champions,19775.5,14
CUST011357,2024-07-19,4,2410.95,164,5,5,4,Champions,9643.8,14
CUST011358,2020-12-10,1,1101.06,1481,1,1,2,Others,1101.06,4
CUST011359,2024-04-13,2,3037.7400000000002,261,4,2,4,Others,6075.4800000000005,10
CUST011360,2024-05-05,5,4128.129999999999,239,4,5,5,Champions,20640.649999999994,14
CUST011361,2024-10-30,1,509.61,61,5,1,1,Others,509.61,7
CUST011362,2022-02-03,1,1456.9499999999998,1061,2,1,3,Others,1456.9499999999998,6
CUST011364,2020-07-30,2,1363.94,1614,1,2,2,Others,2727.88,5
CUST011365,2024-11-25,7,7574.67,35,5,5,5,Champions,53022.69,15
CUST011366,2024-07-19,5,6537.05,164,5,5,5,Champions,32685.25,15
CUST011367,2024-04-21,3,2673.0099999999998,253,4,4,4,Champions,8019.029999999999,12
CUST011369,2022-02-11,3,2514.58,1053,2,4,4,At Risk,7543.74,10
CUST011370,2021-08-06,2,1235.21,1242,1,2,2,Others,2470.42,5
CUST011371,2023-07-02,2,637.21,547,3,2,1,Others,1274.42,6
CUST011372,2024-08-14,5,6336.1900000000005,138,5,5,5,Champions,31680.950000000004,15
CUST011373,2020-09-22,1,492.4,1560,1,1,1,Others,492.4,3
CUST011374,2024-11-16,3,2218.14,44,5,4,4,Champions,6654.42,13
CUST011375,2020-02-09,1,405.52,1786,1,1,1,Others,405.52,3
CUST011376,2020-08-01,1,804.04,1612,1,1,2,Others,804.04,4
CUST011378,2024-06-29,2,59.56,184,4,2,1,Others,119.12,7
CUST011379,2020-01-21,1,694.24,1805,1,1,1,Others,694.24,3
CUST011380,2020-11-16,1,805.26,1505,1,1,2,Others,805.26,4
CUST011381,2023-07-14,6,2540.42,535,3,5,4,Loyal Customers,15242.52,12
CUST011382,2023-09-14,1,1482.04,473,3,1,3,Others,1482.04,7
CUST011383,2024-06-04,3,4104.4400000000005,209,4,4,5,Champions,12313.320000000002,13
CUST011384,2020-07-18,1,180.06,1626,1,1,1,Others,180.06,3
CUST011385,2023-12-01,1,551.59,395,3,1,1,Others,551.59,5
CUST011386,2024-03-04,2,1019.48,301,4,2,2,Others,2038.96,8
CUST011387,2022-03-17,4,6028.65,1019,2,5,5,At Risk,24114.6,12
CUST011388,2022-12-21,1,460.71,740,2,1,1,Others,460.71,4
CUST011390,2021-07-21,1,397.98,1258,1,1,1,Others,397.98,3
CUST011392,2024-06-19,3,2897.0600000000004,194,4,4,4,Champions,8691.18,12
CUST011393,2021-06-10,2,2441.25,1299,1,2,4,Others,4882.5,7
CUST011394,2024-11-14,4,4813.05,46,5,5,5,Champions,19252.2,15
CUST011396,2022-12-18,2,2915.6099999999997,743,2,2,4,Others,5831.219999999999,8
CUST011397,2022-07-28,2,3501.7,886,2,2,5,Others,7003.4,9
CUST011398,2023-11-02,4,1829.77,424,3,5,3,Loyal Customers,7319.08,11
CUST011399,2023-12-19,5,4836.33,377,4,5,5,Champions,24181.65,14
CUST011400,2022-04-20,4,2175.79,985,2,5,3,At Risk,8703.16,10
CUST011402,2023-04-20,1,473.84,620,3,1,1,Others,473.84,5
CUST011403,2022-04-18,1,440.62,987,2,1,1,Others,440.62,4
CUST011404,2022-08-19,1,514.08,864,2,1,1,Others,514.08,4
CUST011405,2022-08-31,1,641.49,852,2,1,1,Others,641.49,4
CUST011406,2024-07-14,2,2306.67,169,5,2,4,Others,4613.34,11
CUST011407,2022-11-02,5,8036.78,789,2,5,5,At Risk,40183.9,12
CUST011408,2021-08-29,2,2219.61,1219,1,2,4,Others,4439.22,7
CUST011409,2022-12-23,3,2122.48,738,2,4,3,At Risk,6367.4400000000005,9
CUST011410,2022-09-25,2,2794.96,827,2,2,4,Others,5589.92,8
CUST011411,2021-05-14,1,743.6,1326,1,1,2,Others,743.6,4
CUST011412,2020-10-17,1,1487.2,1535,1,1,3,Others,1487.2,5
CUST011413,2020-03-25,1,339.82,1741,1,1,1,Others,339.82,3
CUST011414,2023-12-07,5,5294.969999999999,389,4,5,5,Champions,26474.85,14
CUST011415,2020-09-20,1,92.05,1562,1,1,1,Others,92.05,3
CUST011416,2022-01-01,2,3250.0,1094,1,2,4,Others,6500.0,7
CUST011417,2024-08-25,3,1650.38,127,5,4,3,Loyal Customers,4951.14,12
CUST011419,2024-10-16,4,5460.370000000001,75,5,5,5,Champions,21841.480000000003,15
CUST011421,2024-10-10,1,216.51,81,5,1,1,Others,216.51,7
CUST011422,2022-08-15,2,1263.63,868,2,2,2,Others,2527.26,6
CUST011423,2024-06-20,4,3312.37,193,4,5,5,Champions,13249.48,14
CUST011424,2022-10-24,2,2605.2,798,2,2,4,Others,5210.4,8
CUST011425,2024-09-04,3,1277.1999999999998,117,5,4,2,Loyal Customers,3831.5999999999995,11
CUST011426,2021-11-20,1,541.32,1136,1,1,1,Others,541.32,3
CUST011427,2024-11-03,5,5069.04,57,5,5,5,Champions,25345.2,15
CUST011428,2021-07-21,2,2131.08,1258,1,2,3,Others,4262.16,6
CUST011429,2023-03-09,5,4434.42,662,3,5,5,Loyal Customers,22172.1,13
CUST011430,2024-06-04,2,2774.19,209,4,2,4,Others,5548.38,10
CUST011431,2024-11-02,4,3340.6800000000003,58,5,5,5,Champions,13362.720000000001,15
CUST011432,2023-05-17,5,6239.0,593,3,5,5,Loyal Customers,31195.0,13
CUST011433,2024-05-25,3,5112.63,219,4,4,5,Champions,15337.89,13
CUST011434,2023-01-12,3,2455.53,718,2,4,4,At Risk,7366.59,10
CUST011435,2024-09-16,2,918.76,105,5,2,2,Others,1837.52,9
CUST011436,2024-11-07,4,2924.73,53,5,5,4,Champions,11698.92,14
CUST011437,2022-08-17,5,4309.24,866,2,5,5,At Risk,21546.199999999997,12
CUST011438,2022-10-16,5,2374.26,806,2,5,4,At Risk,11871.300000000001,11
CUST011439,2021-11-19,2,2038.8799999999999,1137,1,2,3,Others,4077.7599999999998,6
CUST011440,2022-03-25,2,1037.9,1011,2,2,2,Others,2075.8,6
CUST011441,2024-10-02,4,3439.7200000000003,89,5,5,5,Champions,13758.880000000001,15
CUST011442,2024-08-10,3,2614.06,142,5,4,4,Champions,7842.18,13
CUST011443,2023-12-22,2,1179.7199999999998,374,4,2,2,Others,2359.4399999999996,8
CUST011444,2024-03-16,3,2576.2,289,4,4,4,Champions,7728.599999999999,12
CUST011445,2024-07-08,5,4405.33,175,5,5,5,Champions,22026.65,15
CUST011446,2021-01-05,1,244.68,1455,1,1,1,Others,244.68,3
CUST011447,2020-11-15,1,1164.72,1506,1,1,2,Others,1164.72,4
CUST011448,2022-01-01,5,2511.04,1094,1,5,4,At Risk,12555.2,10
CUST011449,2022-06-01,2,1080.3600000000001,943,2,2,2,Others,2160.7200000000003,6
CUST011450,2024-07-09,2,1831.0,174,5,2,3,Others,3662.0,10
CUST011451,2022-10-15,4,6588.369999999999,807,2,5,5,At Risk,26353.479999999996,12
CUST011452,2024-07-11,5,3093.24,172,5,5,4,Champions,15466.199999999999,14
CUST011453,2024-12-05,2,521.2,25,5,2,1,Others,1042.4,8
CUST011454,2023-04-27,5,5290.22,613,3,5,5,Loyal Customers,26451.100000000002,13
CUST011455,2024-09-19,3,1614.22,102,5,4,3,Loyal Customers,4842.66,12
CUST011457,2024-01-28,2,1691.8600000000001,337,4,2,3,Others,3383.7200000000003,9
CUST011458,2022-12-05,1,1666.77,756,2,1,3,Others,1666.77,6
CUST011459,2022-04-06,2,360.62,999,2,2,1,Others,721.24,5
CUST011460,2024-09-14,2,1902.47,107,5,2,3,Others,3804.94,10
CUST011462,2021-02-04,3,3815.98,1425,1,4,5,At Risk,11447.94,10
CUST011463,2021-08-06,1,70.89,1242,1,1,1,Others,70.89,3
CUST011464,2024-02-19,4,5287.71,315,4,5,5,Champions,21150.84,14
CUST011465,2024-12-21,3,2931.92,9,5,4,4,Champions,8795.76,13
CUST011466,2023-04-26,4,6162.3099999999995,614,3,5,5,Loyal Customers,24649.239999999998,13
CUST011467,2024-03-06,3,3704.35,299,4,4,5,Champions,11113.05,13
CUST011469,2021-02-03,3,940.69,1426,1,4,2,At Risk,2822.07,7
CUST011470,2022-07-29,1,7.33,885,2,1,1,Others,7.33,4
CUST011471,2023-09-10,2,3011.89,477,3,2,4,Others,6023.78,9
CUST011473,2023-12-18,2,2477.7000000000003,378,4,2,4,Others,4955.400000000001,10
CUST011474,2024-11-18,2,994.07,42,5,2,2,Others,1988.14,9
CUST011475,2023-03-30,3,1967.77,641,3,4,3,Loyal Customers,5903.3099999999995,10
CUST011476,2024-03-30,1,59.83,275,4,1,1,Others,59.83,6
CUST011478,2024-07-17,2,738.1499999999999,166,5,2,2,Others,1476.2999999999997,9
CUST011479,2023-05-01,5,3590.55,609,3,5,5,Loyal Customers,17952.75,13
CUST011480,2022-11-10,2,2718.26,781,2,2,4,Others,5436.52,8
CUST011482,2024-08-27,2,1548.85,125,5,2,3,Others,3097.7,10
CUST011483,2024-06-17,3,1367.35,196,4,4,2,Loyal Customers,4102.049999999999,10
CUST011484,2024-03-18,2,2683.56,287,4,2,4,Others,5367.12,10
CUST011485,2024-09-18,4,3457.3799999999997,103,5,5,5,Champions,13829.519999999999,15
CUST011486,2024-09-02,3,4438.77,119,5,4,5,Champions,13316.310000000001,14
CUST011487,2024-03-03,2,996.41,302,4,2,2,Others,1992.82,8
